period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2020,IC,Industrial carbon dioxide emissions,CO,Coal,TN,Tennessee,2.790849,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,PE,Petroleum,TN,Tennessee,3.246008,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,7.714892,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,TO,All Fuels,TN,Tennessee,13.75175,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TN,Tennessee,83.303192,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,PE,Petroleum,TX,Texas,1.004355,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,NG,Natural Gas,TX,Texas,8.931949,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,TO,All Fuels,TX,Texas,9.936304,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,PE,Petroleum,TX,Texas,3.305601,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TX,Texas,8.966499,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,12.2721,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,PE,Petroleum,TX,Texas,208.999505,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,NG,Natural Gas,TX,Texas,4.696609,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,TO,All Fuels,TX,Texas,213.696114,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,TX,Texas,137.651335,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TX,Texas,0.058319,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TX,Texas,74.689925,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TX,Texas,212.39958,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,TX,Texas,1.195659,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,TX,Texas,106.601585,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TX,Texas,108.866007,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,TX,Texas,216.66325,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TX,Texas,664.967348,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TX,Texas,138.846994,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TX,Texas,319.969365,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TX,Texas,206.150989,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,TX,Texas,1.049684,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,NG,Natural Gas,TX,Texas,12.35057,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,TO,All Fuels,TX,Texas,13.400254,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,PE,Petroleum,TX,Texas,3.262456,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TX,Texas,11.651205,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,14.913661,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,PE,Petroleum,TX,Texas,214.487023,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,NG,Natural Gas,TX,Texas,6.514491,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,TO,All Fuels,TX,Texas,221.001514,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,CO,Coal,TX,Texas,112.744882,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TX,Texas,0.047079,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TX,Texas,89.38462,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TX,Texas,202.176581,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,CO,Coal,TX,Texas,1.028178,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,PE,Petroleum,TX,Texas,114.115102,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TX,Texas,118.054305,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,TO,All Fuels,TX,Texas,233.197584,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TX,Texas,684.689594,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TX,Texas,113.77306,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TX,Texas,332.961344,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TX,Texas,237.95519,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,PE,Petroleum,TX,Texas,1.35906,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,NG,Natural Gas,TX,Texas,12.38549,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,TO,All Fuels,TX,Texas,13.74455,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,TX,Texas,3.463738,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TX,Texas,10.752317,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,14.216055,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,PE,Petroleum,TX,Texas,218.348072,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,NG,Natural Gas,TX,Texas,9.518932,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,TO,All Fuels,TX,Texas,227.867005,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,CO,Coal,TX,Texas,93.984279,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TX,Texas,0.040036,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TX,Texas,96.763448,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TX,Texas,190.787762,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,CO,Coal,TX,Texas,0.945959,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,PE,Petroleum,TX,Texas,116.666105,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TX,Texas,119.005134,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,TO,All Fuels,TX,Texas,236.617198,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TX,Texas,683.23257,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TX,Texas,94.930237,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TX,Texas,339.87701,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TX,Texas,248.425323,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,PE,Petroleum,TX,Texas,1.011771,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.295119,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,NG,Natural Gas,OR,Oregon,2.708463,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,TO,All Fuels,OR,Oregon,3.003582,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.726188,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,1.798252,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.52444,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,PE,Petroleum,OR,Oregon,20.698704,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OR,Oregon,0.303386,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,TO,All Fuels,OR,Oregon,21.00209,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,OR,Oregon,1.699286,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.007707,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OR,Oregon,5.803645,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OR,Oregon,7.510638,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,OR,Oregon,0.091062,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,OR,Oregon,1.52129,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,3.137282,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,OR,Oregon,4.749635,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OR,Oregon,38.790383,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OR,Oregon,1.790348,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OR,Oregon,23.249007,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OR,Oregon,13.751028,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.298499,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,NG,Natural Gas,OR,Oregon,2.408675,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.707173,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.784269,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,1.63857,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.422839,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,PE,Petroleum,OR,Oregon,21.271043,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OR,Oregon,0.363439,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,TO,All Fuels,OR,Oregon,21.634482,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,CO,Coal,OR,Oregon,1.482303,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.003707,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OR,Oregon,6.876395,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OR,Oregon,8.362406,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,CO,Coal,OR,Oregon,0.135503,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,PE,Petroleum,OR,Oregon,1.380389,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,2.93734,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,TO,All Fuels,OR,Oregon,4.453231,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OR,Oregon,39.580131,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OR,Oregon,1.617806,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OR,Oregon,23.737907,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OR,Oregon,14.224418,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.315661,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,NG,Natural Gas,OR,Oregon,2.670791,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.986452,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.758156,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,1.80439,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.562545,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,PE,Petroleum,OR,Oregon,20.934418,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OR,Oregon,0.328359,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,TO,All Fuels,OR,Oregon,21.262777,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,CO,Coal,OR,Oregon,2.509626,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.006154,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OR,Oregon,8.009463,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OR,Oregon,10.525243,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,CO,Coal,OR,Oregon,0.11337,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,PE,Petroleum,OR,Oregon,1.346136,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,3.042655,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,TO,All Fuels,OR,Oregon,4.502161,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OR,Oregon,41.839179,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OR,Oregon,2.622996,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OR,Oregon,23.360524,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OR,Oregon,15.855658,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.269826,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,NG,Natural Gas,OR,Oregon,2.541003,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.810829,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.794681,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,1.583755,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.378436,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,PE,Petroleum,OR,Oregon,18.657598,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OR,Oregon,0.395238,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,TO,All Fuels,OR,Oregon,19.052836,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,CO,Coal,OR,Oregon,1.625848,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,PE,Petroleum,TN,Tennessee,0.371558,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,3.116928,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,TO,All Fuels,TN,Tennessee,3.488486,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,PE,Petroleum,TN,Tennessee,1.014705,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,2.697775,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,TO,All Fuels,TN,Tennessee,3.71248,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,PE,Petroleum,TN,Tennessee,43.426659,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,0.306666,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,TO,All Fuels,TN,Tennessee,43.733325,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,TN,Tennessee,28.233104,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TN,Tennessee,0.104189,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,4.009414,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TN,Tennessee,32.346707,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,TN,Tennessee,3.757539,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,TN,Tennessee,3.270077,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,7.099056,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,TN,Tennessee,14.126673,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TN,Tennessee,97.407671,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TN,Tennessee,31.990643,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TN,Tennessee,48.187188,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TN,Tennessee,17.22984,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,TN,Tennessee,0.443868,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.001853,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OR,Oregon,7.259887,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OR,Oregon,8.887589,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,CO,Coal,OR,Oregon,0.080001,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,PE,Petroleum,OR,Oregon,1.270061,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,3.001978,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,TO,All Fuels,OR,Oregon,4.352041,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OR,Oregon,37.48173,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OR,Oregon,1.705849,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OR,Oregon,20.99402,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OR,Oregon,14.78186,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TN,Tennessee,16.867135,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TN,Tennessee,45.690649,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TN,Tennessee,20.745408,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,NG,Natural Gas,TX,Texas,11.060783,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,TO,All Fuels,TX,Texas,12.072554,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,TX,Texas,3.719915,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TX,Texas,9.340308,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,13.060223,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,PE,Petroleum,TX,Texas,182.362881,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,NG,Natural Gas,TX,Texas,10.375175,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,TO,All Fuels,TX,Texas,192.738056,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.282699,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.677671,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,TO,All Fuels,SD,South Dakota,0.96037,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.161845,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.603333,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,TO,All Fuels,SD,South Dakota,0.765177,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,PE,Petroleum,SD,South Dakota,6.387201,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.365502,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,TO,All Fuels,SD,South Dakota,6.752703,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,SD,South Dakota,2.139073,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.006373,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.320793,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,SD,South Dakota,2.466239,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,SD,South Dakota,0.357847,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.914046,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,2.439484,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,SD,South Dakota,3.711377,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,CO,Coal,TX,Texas,83.008376,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TX,Texas,0.038775,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TX,Texas,93.833028,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TX,Texas,176.880179,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,CO,Coal,TX,Texas,0.587124,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,PE,Petroleum,TX,Texas,109.330627,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,NG,Natural Gas,TX,Texas,119.29398,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,TO,All Fuels,TX,Texas,229.211731,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TX,Texas,623.962743,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TX,Texas,83.5955,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TX,Texas,296.46397,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TX,Texas,243.903273,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,SD,South Dakota,14.655866,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,SD,South Dakota,2.49692,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,SD,South Dakota,7.752163,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,SD,South Dakota,4.406783,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.347604,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.806031,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,TO,All Fuels,SD,South Dakota,1.153635,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.157712,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.709682,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,TO,All Fuels,SD,South Dakota,0.867394,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,PE,Petroleum,SD,South Dakota,6.471969,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.367725,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,TO,All Fuels,SD,South Dakota,6.839694,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,CO,Coal,SD,South Dakota,2.353222,million metric tons of CO2
