description,seriesId,economy,country,period,value,year
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MDV,Maldives,YR2001,579.999983310699,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MYS,Malaysia,YR2001,164789.993286133,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MWI,Malawi,YR2001,3700.00004768372,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MDG,Madagascar,YR2001,25309.9994659424,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MAC,"Macao SAR, China",YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LUX,Luxembourg,YR2001,10010.0002288818,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LTU,Lithuania,YR2001,20090.0001525879,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LIE,Liechtenstein,YR2001,219.999998807907,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBY,Libya,YR2001,106860.000610352,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBR,Liberia,YR2001,870.000004768372,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LSO,Lesotho,YR2001,2269.99998092651,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LBN,Lebanon,YR2001,20239.9997711182,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LVA,Latvia,YR2001,11109.9996566772,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LAO,Lao PDR,YR2001,8300.00019073486,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KGZ,Kyrgyz Republic,YR2001,8880.00011444092,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KWT,Kuwait,YR2001,72919.9981689453,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,XKX,Kosovo,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KOR,"Korea, Rep.",YR2001,528820.007324219,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRK,"Korea, Dem. People's Rep.",YR2001,90300.0030517578,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KIR,Kiribati,YR2001,50.0000007450581,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KEN,Kenya,YR2001,34459.9990844727,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KAZ,Kazakhstan,YR2001,155929.992675781,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JOR,Jordan,YR2001,20979.9995422363,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JPN,Japan,YR2001,1254130.00488281,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,JAM,Jamaica,YR2001,11819.9996948242,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ITA,Italy,YR2001,515969.970703125,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ISR,Israel,YR2001,73690.0024414063,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IMN,Isle of Man,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRL,Ireland,YR2001,73290.0009155273,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRQ,Iraq,YR2001,169070.007324219,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IRN,"Iran, Islamic Rep.",YR2001,541859.985351563,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IDN,Indonesia,YR2001,680429.992675781,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IND,India,YR2001,1719689.94140625,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ISL,Iceland,YR2001,3259.99999046326,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HUN,Hungary,YR2001,73040.0009155273,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HKG,"Hong Kong SAR, China",YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HND,Honduras,YR2001,13420.0000762939,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HTI,Haiti,YR2001,7510.00022888184,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GUY,Guyana,YR2001,3680.0000667572,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GNB,Guinea-Bissau,YR2001,1820.00005245209,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GIN,Guinea,YR2001,12390.0003433228,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GTM,Guatemala,YR2001,19340.0001525879,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GUM,Guam,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRD,Grenada,YR2001,2099.99990463257,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRL,Greenland,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GRC,Greece,YR2001,118389.999389648,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GIB,Gibraltar,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GHA,Ghana,YR2001,16920.0000762939,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DEU,Germany,YR2001,976270.01953125,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GEO,Georgia,YR2001,11789.999961853,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GMB,"Gambia, The",YR2001,2069.9999332428,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GAB,Gabon,YR2001,13979.9995422363,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PYF,French Polynesia,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FRA,France,YR2001,511209.991455078,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FIN,Finland,YR2001,74639.9993896484,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FJI,Fiji,YR2001,2210.00003814697,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FRO,Faroe Islands,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ETH,Ethiopia,YR2001,76540.0009155273,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SWZ,Eswatini,YR2001,2190.00005722046,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EST,Estonia,YR2001,18120.0008392334,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ERI,Eritrea,YR2001,5280.00020980835,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GNQ,Equatorial Guinea,YR2001,9359.99965667725,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SLV,El Salvador,YR2001,10760.0002288818,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EGY,"Egypt, Arab Rep.",YR2001,199350.006103516,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ECU,Ecuador,YR2001,53250.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DOM,Dominican Republic,YR2001,27950.0007629395,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DMA,Dominica,YR2001,219.999998807907,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DJI,Djibouti,YR2001,1230.00001907349,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DNK,Denmark,YR2001,71419.9981689453,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CZE,Czechia,YR2001,143800.003051758,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CYP,Cyprus,YR2001,8069.99969482422,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CUW,Curacao,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CUB,Cuba,YR2001,43060.001373291,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HRV,Croatia,YR2001,26030.0006866455,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CIV,Cote d'Ivoire,YR2001,25629.9991607666,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CRI,Costa Rica,YR2001,10750.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COG,"Congo, Rep.",YR2001,11770.0004577637,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COD,"Congo, Dem. Rep.",YR2001,36110.0006103516,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COM,Comoros,YR2001,319.999992847443,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,COL,Colombia,YR2001,141919.998168945,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHN,China,YR2001,4761560.05859375,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHL,Chile,YR2001,67800.0030517578,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHI,Channel Islands,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TCD,Chad,YR2001,33110.0006103516,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CAF,Central African Republic,YR2001,20940.0005340576,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CYM,Cayman Islands,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CAN,Canada,YR2001,636840.026855469,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CMR,Cameroon,YR2001,82540.0009155273,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,KHM,Cambodia,YR2001,19389.9993896484,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CPV,Cabo Verde,YR2001,409.999996423721,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BDI,Burundi,YR2001,1960.00003814697,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BFA,Burkina Faso,YR2001,15390.0003433228,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BGR,Bulgaria,YR2001,60139.9993896484,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRN,Brunei Darussalam,YR2001,6550.00019073486,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VGB,British Virgin Islands,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRA,Brazil,YR2001,792380.004882813,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BWA,Botswana,YR2001,15579.9999237061,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BIH,Bosnia and Herzegovina,YR2001,18360.0006103516,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BOL,Bolivia,YR2001,31649.9996185303,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BTN,Bhutan,YR2001,850.000023841858,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BMU,Bermuda,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BEN,Benin,YR2001,6500.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BLZ,Belize,YR2001,860.000014305115,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BEL,Belgium,YR2001,138679.992675781,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BLR,Belarus,YR2001,77610.0006103516,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BRB,Barbados,YR2001,3660.00008583069,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BGD,Bangladesh,YR2001,120440.002441406,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BHR,Bahrain,YR2001,26280.0006866455,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,BHS,"Bahamas, The",YR2001,2430.0000667572,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AZE,Azerbaijan,YR2001,37189.998626709,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AUT,Austria,YR2001,83000.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AUS,Australia,YR2001,624780.029296875,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ABW,Aruba,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARM,Armenia,YR2001,6099.99990463257,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARG,Argentina,YR2001,284140.014648438,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ATG,Antigua and Barbuda,YR2001,639.999985694885,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AGO,Angola,YR2001,57750.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AND,Andorra,YR2001,589.999973773956,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ASM,American Samoa,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,DZA,Algeria,YR2001,159300.003051758,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ALB,Albania,YR2001,8109.99965667725,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AFG,Afghanistan,YR2001,12250.0,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,WLD,World,YR2001,33236189.7635162,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,UMC,Upper middle income,YR2001,10974029.9384631,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TSS,Sub-Saharan Africa (IDA & IBRD countries),YR2001,1557540.00205547,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SSA,Sub-Saharan Africa (excluding high income),YR2001,1557130.00205904,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SSF,Sub-Saharan Africa,YR2001,1557540.00205547,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TSA,South Asia (IDA & IBRD),YR2001,2137739.94415998,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SAS,South Asia,YR2001,2137739.94415998,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SST,Small states,YR2001,225950.002014637,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PRE,Pre-demographic dividend,YR2001,1154740.01818895,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PST,Post-demographic dividend,YR2001,14785939.8518801,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PSS,Pacific island small states,YR2001,4750.00008195638,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,OSS,Other small states,YR2001,174800.001628697,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,OED,OECD members,YR2001,15722539.8375988,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,INX,Not classified,YR2001,,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,NAC,North America,YR2001,7372869.81201172,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MIC,Middle income,YR2001,16432099.8955071,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TMN,Middle East & North Africa (IDA & IBRD countries),YR2001,1433500.00619888,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MNA,Middle East & North Africa (excluding high income),YR2001,1433500.00619888,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,MEA,Middle East & North Africa,YR2001,2163480.00884056,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LMC,Lower middle income,YR2001,5458069.95704398,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LIC,Low income,YR2001,738260.010957718,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LMY,Low & middle income,YR2001,17170359.9064648,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LDC,Least developed countries: UN classification,YR2001,957040.011778474,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TLA,Latin America & the Caribbean (IDA & IBRD countries),YR2001,2522800.00564456,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LAC,Latin America & Caribbean (excluding high income),YR2001,2095130.00494242,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LCN,Latin America & Caribbean,YR2001,2571950.00717044,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,LTE,Late-demographic dividend,YR2001,10084459.9579573,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IDA,IDA total,YR2001,1916920.02265155,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IDX,IDA only,YR2001,1079880.01306355,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IDB,IDA blend,YR2001,837040.009588004,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IBT,IDA & IBRD total,YR2001,18012269.9069381,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,IBD,IBRD only,YR2001,16095349.8842865,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HIC,High income,YR2001,15724049.8582721,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,HPC,Heavily indebted poor countries (HIPC),YR2001,751970.006592572,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,FCS,Fragile and conflict affected situations,YR2001,1696950.02453774,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EUU,European Union,YR2001,4199029.98948097,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TEC,Europe & Central Asia (IDA & IBRD countries),YR2001,4066629.87709045,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ECA,Europe & Central Asia (excluding high income),YR2001,3562589.87426758,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ECS,Europe & Central Asia,YR2001,8499299.87457395,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EMU,Euro area,YR2001,3279769.98543739,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TEA,East Asia & Pacific (IDA & IBRD countries),YR2001,6294060.07178873,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EAP,East Asia & Pacific (excluding high income),YR2001,6384270.07483691,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EAS,East Asia & Pacific,YR2001,8933310.11470407,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,EAR,Early-demographic dividend,YR2001,7209179.93551865,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CEB,Central Europe and the Baltics,YR2001,895640.006065369,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CSS,Caribbean small states,YR2001,46400.0003039836,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARB,Arab World,YR2001,1654740.02248049,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AFW,Africa Western and Central,YR2001,572110.010772944,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,AFE,Africa Eastern and Southern,YR2001,985429.991282523,2001
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ZWE,Zimbabwe,YR2002,28920.0000762939,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ZMB,Zambia,YR2002,27610.0006103516,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,YEM,"Yemen, Rep.",YR2002,38229.9995422363,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,PSE,West Bank and Gaza,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VIR,Virgin Islands (U.S.),YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VNM,Vietnam,YR2002,152009.994506836,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VEN,"Venezuela, RB",YR2002,337779.998779297,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VUT,Vanuatu,YR2002,550.000011920929,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,UZB,Uzbekistan,YR2002,182179.992675781,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,URY,Uruguay,YR2002,32220.0012207031,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,USA,United States,YR2002,6582640.13671875,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,GBR,United Kingdom,YR2002,676109.985351563,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,ARE,United Arab Emirates,YR2002,125400.001525879,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,UKR,Ukraine,YR2002,371570.007324219,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,UGA,Uganda,YR2002,20209.9990844727,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TUV,Tuvalu,YR2002,19.9999995529652,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TCA,Turks and Caicos Islands,YR2002,,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TKM,Turkmenistan,YR2002,94040.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TUR,Turkiye,YR2002,271450.012207031,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TUN,Tunisia,YR2002,31079.9999237061,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TTO,Trinidad and Tobago,YR2002,18600.0003814697,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TON,Tonga,YR2002,230.000004172325,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TGO,Togo,YR2002,4550.00019073486,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TLS,Timor-Leste,YR2002,2759.99999046326,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,THA,Thailand,YR2002,272959.991455078,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TZA,Tanzania,YR2002,52040.0009155273,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,TJK,Tajikistan,YR2002,6670.00007629395,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SYR,Syrian Arab Republic,YR2002,93839.9963378906,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,CHE,Switzerland,YR2002,52709.9990844727,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SWE,Sweden,YR2002,68180.0003051758,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SUR,Suriname,YR2002,2259.99999046326,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,SDN,Sudan,YR2002,79279.9987792969,2002
"total greenhouse gas emissions, kt of c02 equivalent",EN.ATM.GHGT.KT.CE,VCT,St. Vincent and the Grenadines,YR2002,310.000002384186,2002
